StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6a,Q6b,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8,Q9,Q10,Q11,sentiment_score,sentiment_label
2025-11-10 21:32:38,2025-11-10 21:34:23,IP Address,64.126.188.60,100,104,True,2025-11-10 21:34:23,R_6QJHP9WFmLVgTW3,,,,,46.7314,-117.1733,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,About once a week,ChatGPT (OpenAI),,,,,Multiple times a week,Multiple times a week,,,"Finding articles, links, or resources",Brainstorming ideas,Understanding a complex topic or concept,,,Slightly increased it,We have lost the self discipline to solve something for ourselves ,Graduate Student,College of Education,-0.128,Negative
2025-11-10 21:39:53,2025-11-10 21:42:23,IP Address,52.119.109.1,100,150,True,2025-11-10 21:42:24,R_3pSurAwQuOpmaib,,,,,46.7314,-117.1733,anonymous,EN,0.8999999761581421,"Yes, I consent",Yes,Yes,Daily,ChatGPT (OpenAI),Gemini (Google),Copilot (Microsoft/GitHub),,,Daily,1-3 times a month,,,,Brainstorming ideas,Understanding a complex topic or concept,Writing emails,,Significantly increased it,I think it has already made our society rely less on their own thoughts and more on technology. I think as the smarter AI becomes the less intelligent society will become. ,Senior,Carson College of Business,0.6915,Positive
2025-11-10 21:51:20,2025-11-10 21:53:49,IP Address,73.101.151.205,100,149,True,2025-11-10 21:53:50,R_69iRjOV0OF1DN8e,,,,,40.3295,-76.5152,anonymous,EN,1.0,"Yes, I consent",Yes,No,,,,,,,,,,,,,,,,,,Junior,College of Arts and Sciences,0.0,Neutral
2025-11-10 21:53:18,2025-11-10 21:56:02,IP Address,172.56.201.40,100,163,True,2025-11-10 21:56:02,R_5qqzyJC3vgzc7Vo,,,,,47.7027,-117.3702,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,Multiple times a week,ChatGPT (OpenAI),,Copilot (Microsoft/GitHub),,,About once a week,About once a week,,,"Finding articles, links, or resources",Brainstorming ideas,Understanding a complex topic or concept,Writing emails,,Significantly decreased it,People rely on it too much and people aren't learning the content they need to know to graduate.,Senior,College of Education,0.0,Neutral
2025-11-10 22:01:41,2025-11-10 22:03:09,IP Address,172.56.51.154,100,88,True,2025-11-10 22:03:09,R_7RmjpGt9ZWA65dU,,,,,47.6663,-117.3017,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,Multiple times a week,ChatGPT (OpenAI),Gemini (Google),,,Other,Multiple times a week,1-3 times a month,,,"Finding articles, links, or resources",Brainstorming ideas,Understanding a complex topic or concept,,Video/Image generation,Slightly increased it,It is helpful but it can be dangerous,Junior,College of Arts and Sciences,-0.5023,Negative
2025-11-10 22:52:50,2025-11-10 22:56:20,IP Address,76.178.23.12,100,210,True,2025-11-10 22:56:20,R_5Iyyb1OLzJYNqdH,,,,,46.7314,-117.1733,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,About once a week,ChatGPT (OpenAI),,Copilot (Microsoft/GitHub),,,1-3 times a month,Never,Writing or debugging code,,,Brainstorming ideas,,,,Slightly decreased it,"It shouldn’t have been made available to the public, so many people don’t understand it well enough to use it appropriately. It’s like watching someone try to build a house using just a wrench - it’s heavy enough to hammer in nails, and could technically screw in screws to some extent, but you look stupid because there’s better options most of the time but you’re convinced that the one in your hand is one-size-fits-all. It’s an insult to the properly educated who invested so much time and effort into their skillsets. ",Senior,Voiland College of Engineering and Architecture,0.5023,Positive
2025-11-10 23:07:00,2025-11-10 23:09:07,IP Address,67.170.60.81,100,126,True,2025-11-10 23:09:07,R_540EVTDlb7StQgU,,,,,47.8554,-121.971,anonymous,EN,0.8999999761581421,"Yes, I consent",Yes,Yes,About once a week,ChatGPT (OpenAI),Gemini (Google),,,,About once a week,1-3 times a month,,"Writing essays, reports, or other text",,Brainstorming ideas,,Writing emails,,Slightly increased it,"I wish I didn’t want to use them, and find them extremely harmful to my education and to others, but I do see their benefits and how if you only think of good grades, why they’re beneficial. They just don’t help you actually learn anything. But! I will say that writing emails is a lot easier",Sophomore,Voiland College of Engineering and Architecture,0.9668,Positive
2025-11-11 03:13:33,2025-11-11 03:15:14,IP Address,172.56.50.25,100,101,True,2025-11-11 03:15:15,R_1j8VdqLlUgE8B6x,,,,,47.6663,-117.3017,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,Multiple times a week,ChatGPT (OpenAI),,,,,Multiple times a week,About once a week,,"Writing essays, reports, or other text","Finding articles, links, or resources",Brainstorming ideas,Understanding a complex topic or concept,Writing emails,,Slightly decreased it,It is scary ,Senior,Other / I don't know,-0.4939,Negative
2025-11-11 03:45:23,2025-11-11 03:46:02,IP Address,69.166.44.19,100,39,True,2025-11-11 03:46:03,R_3ZQ5HVzjCwoxmEL,,,,,46.7314,-117.1733,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,1-3 times a month,,Gemini (Google),,,,About once a week,1-3 times a month,,,"Finding articles, links, or resources",,Understanding a complex topic or concept,,,No change,,Junior,College of Arts and Sciences,0.0,Neutral
2025-11-11 10:10:38,2025-11-11 10:11:34,IP Address,47.231.143.3,100,55,True,2025-11-11 10:11:35,R_6BbbZ0PrLOiafZ7,,,,,46.7314,-117.1733,anonymous,EN,0.8999999761581421,"Yes, I consent",Yes,Yes,Multiple times a week,ChatGPT (OpenAI),,,,,Multiple times a week,About once a week,,"Writing essays, reports, or other text",,Brainstorming ideas,Understanding a complex topic or concept,,,Slightly increased it,,Senior,College of Arts and Sciences,0.0,Neutral
2025-11-11 10:45:51,2025-11-11 10:48:03,IP Address,69.166.44.23,100,132,True,2025-11-11 10:48:03,R_1X9qnUmpHxT3taV,,,,,46.7314,-117.1733,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,About once a week,ChatGPT (OpenAI),Gemini (Google),Copilot (Microsoft/GitHub),,,About once a week,Never,,,,Brainstorming ideas,Understanding a complex topic or concept,,,No change,,Junior,College of Arts and Sciences,0.0,Neutral
2025-11-11 10:48:43,2025-11-11 10:51:02,IP Address,69.166.44.25,100,139,True,2025-11-11 10:51:03,R_7fry2m9fB47JqEK,,,,,46.7314,-117.1733,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,Multiple times a week,ChatGPT (OpenAI),Gemini (Google),,,,About once a week,Multiple times a week,,,,Brainstorming ideas,,,,No change,,Junior,Voiland College of Engineering and Architecture,0.0,Neutral
2025-11-11 13:45:27,2025-11-11 13:49:32,IP Address,50.125.12.250,100,245,True,2025-11-11 13:49:33,R_7Wif7SdGqBLSadz,,,,,46.7331,-116.9899,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,1-3 times a month,ChatGPT (OpenAI),,,,,1-3 times a month,About once a week,,,,Brainstorming ideas,Understanding a complex topic or concept,,Video/Image generation,Slightly increased it,"I think that LLM’s are a tool that can be used for a variety of purposes. But as they are now, they’re too big a tax on the environment and do not include the correct information most of the time. I do think they’re getting better but I hope the cost on the environment is reduced ",Senior,College of Arts and Sciences,0.8271,Positive
2025-11-11 15:00:48,2025-11-11 15:01:40,IP Address,69.166.46.178,100,51,True,2025-11-11 15:01:41,R_7rNiUVxinIPJse5,,,,,46.7314,-117.1733,anonymous,EN,0.8999999761581421,"Yes, I consent",Yes,Yes,Multiple times a week,ChatGPT (OpenAI),Gemini (Google),,,,Multiple times a week,1-3 times a month,,,"Finding articles, links, or resources",Brainstorming ideas,Understanding a complex topic or concept,,,Slightly increased it,,Senior,College of Education,0.0,Neutral
2025-11-11 17:46:48,2025-11-11 17:47:17,IP Address,174.21.34.127,100,28,True,2025-11-11 17:47:17,R_50o3HHKhbfSCaw6,,,,,47.3957,-122.3036,anonymous,EN,0.800000011920929,"Yes, I consent",No,Yes,,,,,,,,,,,,,,,,,,,,0.0,Neutral
2025-11-11 23:08:24,2025-11-11 23:11:48,IP Address,172.56.51.114,100,203,True,2025-11-11 23:11:48,R_1MKRp8meSqyTxqT,,,,,47.6663,-117.3017,anonymous,EN,1.0,"Yes, I consent",Yes,Yes,Daily,ChatGPT (OpenAI),Gemini (Google),Copilot (Microsoft/GitHub),,,Daily,Multiple times a week,Writing or debugging code,"Writing essays, reports, or other text","Finding articles, links, or resources",Brainstorming ideas,Understanding a complex topic or concept,,,Significantly increased it,"It it is making people lazy, which could very well destroy hardworking society in the near future. Professionals are unqualified, all art and media online is fake, name and likeness are abused, jobs are replaced by AI’s etc.",Senior,Other / I don't know,-0.883,Negative
